#auto.ord	auto.parent.ord	auto.deprel	gold.ord	gold.parent.ord	gold.deprel	parent_match	PreGenNmod
6	5	cc	6	5	cc	correct	
7	10	punct	7	10	punct	correct	
8	10	obj	8	10	obj	correct	
9	10	cop	9	10	cop	correct	
10	5	ccomp	10	5	ccomp	correct	
11	10	nsubj	11	10	nsubj	correct	
12	14	punct	12	14	punct	correct	
13	14	cc	13	14	cc	correct	
14	3	conj	14	3	conj	correct	
15	14	expl:pv	15	14	expl:pv	correct	
16	20	punct	16	20	punct	correct	
17	20	mark	17	20	mark	correct	
18	20	nsubj	18	20	nsubj	correct	
19	18	flat	19	18	flat	correct	
20	14	csubj	20	14	csubj	correct	
21	22	case	21	22	case	correct	
22	20	obl	22	20	obl	correct	
23	20	advmod	23	20	advmod:emph	correct	
24	25	det	24	25	det	correct	
25	20	obj	25	20	obj	correct	
26	3	punct	26	3	punct	correct	
1	2	obj	1	2	obj	correct	
2	5	acl:relcl	2	5	acl:relcl	correct	
3	2	nsubj	3	2	nsubj	correct	
4	2	punct	4	2	punct	correct	
5	6	obj	5	6	obj	correct	
6	0	root	6	0	root	wrong	
7	8	nmod	7	8	nmod	correct	
8	6	nsubj	8	6	nsubj	correct	
9	6	punct	9	6	punct	correct	
1	0	root	1	0	root	wrong	
2	1	expl:pass	2	1	expl:pass	correct	
3	4	punct	3	4	punct	correct	
4	1	dep	4	1	parataxis	correct	
5	4	amod	5	4	amod	correct	
6	4	punct	6	4	punct	correct	
7	4	punct	7	4	punct	correct	
8	9	case	8	9	case	correct	
9	1	obl	9	1	obl	correct	
10	9	nmod	10	9	nmod	correct	
11	12	case	11	12	case	correct	
12	9	nmod	12	1	nmod	wrong	
13	14	case	13	14	case	correct	
14	9	nmod	14	12	nmod	wrong	
15	1	nsubj:pass	15	1	nsubj:pass	correct	
16	1	punct	16	1	punct	correct	
1	2	case	1	2	case	correct	
2	13	obl	2	13	obl	correct	
3	2	amod	3	2	amod	correct	
4	7	punct	4	7	punct	correct	
5	7	mark	5	7	mark	correct	
6	7	aux	6	7	aux	correct	
7	13	advcl	7	13	advcl	correct	
8	9	amod	8	9	amod	correct	
9	7	obl	9	7	obl	correct	
10	7	punct	10	7	punct	correct	
11	12	case	11	12	case	correct	
12	13	obl	12	13	obl	correct	
13	0	root	13	0	root	wrong	
14	13	obl:arg	14	12	nmod	wrong	
15	13	nsubj	15	13	nsubj	correct	
16	18	case	16	18	case	correct	
17	18	amod	17	18	amod	correct	
18	15	nmod	18	15	nmod	correct	
19	13	punct	19	13	punct	correct	
1	3	obl:arg	1	3	obl:arg	correct	
2	0	root	2	0	root	wrong	
3	2	xcomp	3	2	xcomp	correct	
4	7	punct	4	7	punct	correct	
5	6	case	5	6	case	correct	
6	9	det	6	7	obl:arg	wrong	
7	2	conj	7	2	parataxis	correct	
8	9	det	8	9	det	correct	
9	7	nsubj	9	7	nsubj	correct	
10	2	punct	10	7	punct	wrong	
11	12	punct	11	7	punct	wrong	
12	2	root	12	2	nsubj	correct	
13	14	case	13	14	case	correct	
14	12	nmod	14	12	nmod	correct	
15	14	nmod	15	14	nmod	correct	
16	17	punct	16	17	punct	correct	
17	12	conj	17	12	appos	correct	
18	17	nmod	18	17	nmod	correct	
19	20	punct	19	20	punct	correct	
20	18	conj	20	18	conj	correct	
21	22	punct	21	22	punct	correct	
22	18	conj	22	18	conj	correct	
23	12	punct	23	12	punct	correct	
1	3	nsubj:pass	1	3	nsubj:pass	correct	
2	3	expl:pass	2	3	expl:pass	correct	
3	0	root	3	0	root	wrong	
4	6	punct	4	6	punct	correct	
5	6	nsubj	5	6	nsubj	correct	
6	3	conj	6	3	conj	correct	
7	6	obj	7	6	obj	correct	
8	9	case	8	7	fixed	wrong	
9	6	obl	9	7	fixed	wrong	
10	3	punct	10	3	punct	correct	
1	3	case	1	3	case	correct	
2	3	punct	2	3	punct	correct	
3	4	obl	3	5	obl	correct	
4	0	root	5	0	root	wrong	
5	4	obj	6	5	obj	correct	
6	5	punct	7	6	punct	correct	
7	8	punct	8	9	punct	correct	
8	5	nmod	9	5	nmod	wrong	
9	11	punct	10	12	punct	correct	
10	11	cc	11	12	cc	correct	
11	8	appos	12	9	appos	correct	
12	11	flat	13	12	flat	correct	
13	4	punct	14	5	punct	correct	
			4	3	punct		
1	0	root	1	0	root	wrong	
2	1	aux	2	1	aux	correct	
3	1	advmod	3	1	advmod	correct	
4	5	punct	4	5	punct	correct	
5	3	conj	5	3	conj	correct	
6	7	punct	6	7	punct	correct	
7	1	conj	7	1	parataxis	correct	
8	9	case	8	9	case	correct	
9	7	obl	9	7	obl	correct	
10	11	det	10	11	det	correct	
11	7	obj	11	7	obj	correct	
12	7	punct	12	7	punct	correct	
13	15	punct	13	7	punct	wrong	
14	15	case	14	15	case	correct	
15	1	obl	15	1	obl	correct	
16	15	nmod	16	15	nmod	correct	
17	15	nmod	17	1	obj	wrong	
18	19	cc	18	19	cc	correct	
19	17	conj	19	17	conj	correct	
20	17	nmod	20	17	nmod	correct	
21	1	punct	21	1	punct	correct	
1	0	root	1	0	root	wrong	
2	1	advmod	2	1	advmod:emph	correct	
3	1	xcomp	3	1	xcomp	correct	
4	3	obj	4	3	obj	correct	
5	1	punct	5	1	punct	correct	
1	5	advmod	1	5	advmod	correct	
2	5	expl:pv	2	5	expl:pv	correct	
3	5	nsubj	3	5	nsubj	correct	
4	5	advmod	4	5	advmod	correct	
5	0	root	5	0	root	wrong	
6	5	punct	6	5	punct	correct	
1	2	nummod:gov	1	2	nummod:gov	correct	
2	6	obl	2	6	obl	correct	
3	6	advmod	3	6	advmod	correct	
4	5	case	4	5	case	correct	
5	6	obl:arg	5	6	obl:arg	correct	
6	0	root	6	0	root	wrong	
7	8	punct	7	8	punct	correct	
8	6	nsubj	8	6	nsubj	correct	
9	8	flat	9	8	flat	correct	
10	11	case	10	11	case	correct	
11	6	obl	11	6	obl	correct	
12	11	flat	12	11	flat	correct	
13	6	punct	13	6	punct	correct	
1	4	mark	1	4	mark	correct	
2	3	case	2	3	case	correct	
3	4	obl	3	4	obl:arg	correct	
4	14	advcl	4	14	advcl	correct	
5	4	nsubj	5	4	nsubj	correct	
6	5	det	6	5	det	correct	
7	5	amod	7	5	amod	correct	
8	4	punct	8	4	punct	correct	
9	10	case	9	10	case	correct	
10	14	obl	10	14	obl	correct	
11	10	det	11	10	det	correct	
12	14	obl	12	14	obl	correct	
13	14	nsubj	13	14	nsubj	correct	
14	0	root	14	0	root	wrong	
15	14	obj	15	14	obj	correct	
16	14	punct	16	14	punct	correct	
1	0	root	1	0	root	wrong	
2	4	case	2	4	case	correct	
3	4	amod	3	4	amod	correct	
4	1	obl	4	1	obl	correct	
5	4	nmod	5	1	obj	wrong	
6	8	punct	6	8	punct	correct	
7	8	case	7	8	case	correct	
8	1	conj	8	4	conj	wrong	
9	8	nmod	9	1	advmod	wrong	
10	9	flat	10	1	nsubj	wrong	
11	12	punct	11	12	punct	correct	
12	9	appos	12	10	appos	wrong	
13	12	nmod	13	12	nmod	correct	
14	13	nmod	14	13	nmod	correct	
15	1	punct	15	1	punct	correct	
1	3	cc	1	3	advmod:emph	correct	
2	3	nsubj	2	3	nsubj	correct	
3	0	root	3	0	root	wrong	
4	5	case	4	7	case	wrong	
5	3	obl	5	7	amod	wrong	
6	3	obj	6	3	obj	correct	
7	3	obl	7	3	obl	correct	
8	12	punct	8	12	punct	correct	
9	12	cc	9	12	cc	correct	
10	11	amod	10	11	amod	correct	
11	12	nsubj	11	12	nsubj	correct	
12	3	conj	12	3	conj	correct	
13	12	obj	13	12	obj	correct	
14	15	case	14	15	case	correct	
15	12	obl	15	12	obl	correct	
16	3	punct	16	3	punct	correct	
1	14	cc	1	14	advmod:emph	correct	
2	3	case	2	3	case	correct	
3	14	obl	3	14	obl	correct	
4	9	punct	4	9	punct	correct	
5	9	nsubj	5	9	nsubj	correct	
6	7	case	6	7	case	correct	
7	9	obl	7	9	obl	correct	
8	9	cop	8	9	cop	correct	
9	3	acl:relcl	9	3	acl:relcl	correct	
10	9	punct	10	9	punct	correct	
11	14	obj	11	14	obj	correct	
12	13	amod	12	15	amod	wrong	
13	14	nsubj	13	14	advmod	correct	
14	0	root	14	0	root	wrong	
15	14	nsubj	15	14	nsubj	correct	
16	14	punct	16	14	punct	correct	
1	13	cc	1	13	advmod:emph	correct	
2	13	obj	2	13	obj	correct	
3	4	punct	3	4	punct	correct	
4	2	appos	4	2	appos	correct	
5	7	case	5	7	case	correct	
6	7	amod	6	7	amod	correct	
7	4	nmod	7	4	nmod	correct	
8	4	punct	8	4	punct	correct	
9	13	nsubj	9	13	nsubj	correct	
10	9	nmod	10	9	nmod	correct	
11	12	case	11	12	case	correct	
12	13	obl	12	13	obl	correct	
13	0	root	13	0	root	wrong	
14	15	case	14	15	case	correct	
15	13	obl	15	13	obl	correct	
16	13	punct	16	13	punct	correct	
1	8	cc	1	8	advmod:emph	correct	
2	3	case	2	3	case	correct	
3	8	obl	3	8	obl	correct	
4	3	nmod	4	3	nmod	correct	
5	4	amod	5	4	amod	correct	
6	8	nsubj	6	8	nsubj	correct	
7	8	obj	7	6	flat	wrong	
8	0	root	8	0	root	wrong	
9	11	punct	9	11	punct	correct	
10	11	det	10	11	det	correct	
11	8	obj	11	8	obj	correct	
12	13	case	12	13	case	correct	
13	14	obl	13	14	det	correct	
14	11	amod	14	8	xcomp	wrong	
15	8	punct	15	8	punct	correct	
1	9	cc	1	9	advmod:emph	correct	
2	4	case	2	4	case	correct	
3	4	amod	3	4	amod	correct	
4	9	obl	4	9	obl	correct	
5	7	punct	5	7	punct	correct	
6	7	amod	6	7	amod	correct	
7	4	appos	7	4	appos	correct	
8	7	punct	8	7	punct	correct	
9	0	root	9	0	root	wrong	
10	9	nsubj	10	9	nsubj	correct	
11	12	det	11	12	det	correct	
12	9	obj	12	9	obj	correct	
13	14	punct	13	14	punct	correct	
14	12	appos	14	12	appos	correct	
15	14	nmod	15	14	nmod	correct	
16	9	punct	16	9	punct	correct	
1	3	cc	1	3	cc	correct	
2	3	case	2	3	case	correct	
3	0	root	3	7	orphan	wrong	
4	5	punct	4	5	punct	correct	
5	3	appos	5	3	appos	correct	
6	5	punct	6	3	punct	wrong	
7	5	conj	7	0	root	wrong	
8	5	punct	8	10	punct	wrong	
9	5	cc	9	10	cc	wrong	
10	5	orphan	10	7	conj	wrong	
11	12	case	11	12	case	correct	
12	5	orphan	12	10	orphan	wrong	
13	15	punct	13	15	punct	correct	
14	15	nsubj	14	15	nsubj	correct	
15	12	acl:relcl	15	12	acl:relcl	correct	
16	15	advmod	16	15	advmod	correct	
17	3	punct	17	7	punct	wrong	
1	2	cc	1	2	advmod:emph	correct	
2	0	root	2	0	root	wrong	
3	4	case	3	4	case	correct	
4	2	nmod	4	2	nmod	correct	
5	8	punct	5	8	punct	correct	
6	8	nsubj	6	8	nsubj	correct	
7	8	obj	7	8	obj	correct	
8	4	acl:relcl	8	4	acl:relcl	correct	
9	10	cc	9	10	cc	correct	
10	8	conj	10	8	conj	correct	
11	10	obj	11	10	obj	correct	
12	14	punct	12	14	punct	correct	
13	14	nsubj	13	14	nsubj	correct	
14	11	acl:relcl	14	11	acl:relcl	correct	
15	16	punct	15	16	punct	correct	
16	14	conj	16	14	conj	correct	
17	18	punct	17	18	punct	correct	
18	14	conj	18	14	conj	correct	
19	2	punct	19	2	punct	correct	
1	9	cc	1	9	advmod:emph	correct	
2	4	case	2	4	case	correct	
3	4	amod	3	4	amod	correct	
4	9	obl	4	9	obl	correct	
5	6	nummod	5	6	nummod:gov	correct	
6	4	nmod	6	4	nmod	correct	
7	9	obj	7	9	obj	correct	
8	9	nsubj	8	9	nsubj	correct	
9	0	root	9	0	root	wrong	
10	13	cc	10	13	cc	correct	
11	13	case	11	13	case	correct	
12	13	amod	12	13	amod	correct	
13	9	conj	13	4	conj	wrong	
14	9	punct	14	9	punct	correct	
1	13	cc	1	13	advmod:emph	correct	
2	3	case	2	3	case	correct	
3	13	obl	3	13	obl	correct	
4	5	amod	4	5	amod	correct	
5	3	nmod	5	3	nmod	correct	
6	8	cc	6	8	cc	correct	
7	8	case	7	8	case	correct	
8	3	conj	8	3	conj	correct	
9	8	nmod	9	8	nmod	correct	
10	13	nsubj	10	13	nsubj	correct	
11	10	amod	11	10	amod	correct	
12	13	obl	12	13	obj	correct	
13	0	root	13	0	root	wrong	
14	15	advmod:emph	14	15	cc	correct	
15	13	obj	15	12	conj	wrong	
16	15	nmod	16	15	nmod	correct	
17	13	punct	17	13	punct	correct	
1	10	cc	1	10	advmod:emph	correct	
2	3	case	2	3	case	correct	
3	10	obl	3	10	obl	correct	
4	5	cc	4	5	cc	correct	
5	3	conj	5	3	conj	correct	
6	5	amod	6	5	amod	correct	
7	10	nsubj	7	10	nsubj	correct	
8	10	obj	8	10	obj	correct	
9	8	amod	9	8	amod	correct	
10	0	root	10	0	root	wrong	
11	12	det	11	12	det	correct	
12	10	obl:arg	12	10	obl	correct	
13	10	punct	13	10	punct	correct	
1	9	cc	1	9	advmod:emph	correct	
2	9	advmod	2	9	advmod	correct	
3	4	cc	3	4	cc	correct	
4	2	conj	4	2	conj	correct	
5	7	punct	5	7	punct	correct	
6	7	advmod	6	7	advmod	correct	
7	9	obl:arg	7	9	amod	correct	
8	9	aux	8	9	cop	correct	
9	0	root	9	0	root	wrong	
10	9	nsubj	10	9	nsubj	correct	
11	9	obl:arg	11	9	obl:arg	correct	
12	11	amod	12	11	amod	correct	
13	15	cc	13	15	cc	correct	
14	15	amod	14	15	amod	correct	
15	11	conj	15	12	conj	wrong	
16	9	punct	16	9	punct	correct	
1	15	punct	1	15	punct	correct	
2	5	mark	2	5	mark	correct	
3	4	case	3	4	case	correct	
4	5	obl	4	5	obl:arg	correct	
5	15	advcl	5	15	advcl	correct	
6	5	nsubj	6	5	nsubj	correct	
7	6	det	7	6	det	correct	
8	6	amod	8	6	amod	correct	
9	5	punct	9	5	punct	correct	
10	11	case	10	11	case	correct	
11	15	obl	11	15	obl	correct	
12	11	det	12	11	det	correct	
13	15	obl	13	15	obl	correct	
14	15	nsubj	14	15	nsubj	correct	
15	0	root	15	0	root	wrong	
16	15	obj	16	15	obj	correct	
17	15	punct	17	15	punct	correct	
1	2	cc	1	8	advmod:emph	wrong	
2	0	root	2	3	det	wrong	
3	2	root	3	8	nsubj	wrong	
4	3	advmod	4	8	advmod	wrong	
5	7	case	5	7	case	correct	
6	7	amod	6	7	amod	correct	
7	3	obl	7	8	obl	wrong	
8	3	cop	8	0	root	wrong	
9	10	case	9	10	case	correct	
10	8	obl	10	8	obl	correct	
11	10	nmod	11	10	nmod	correct	
12	11	det	12	11	det	correct	
13	14	cc	13	14	cc	correct	
14	12	conj	14	11	conj	wrong	
15	3	punct	15	8	punct	wrong	
1	4	cop	1	4	cop	correct	
2	3	case	2	3	case	correct	
3	4	obl	3	4	obl	correct	
4	0	root	4	0	root	wrong	
5	15	cc	5	7	cc	wrong	
6	7	case	6	7	case	correct	
7	15	obl	7	3	nmod	wrong	
8	9	cc	8	9	cc	correct	
9	7	conj	9	7	conj	correct	
10	12	cc	10	12	cc	correct	
11	12	case	11	12	case	correct	
12	7	conj	12	15	obl	wrong	
13	14	case	13	14	case	correct	
14	15	obl	14	15	obl	correct	
15	4	conj	15	4	conj	correct	
16	15	expl:pv	16	15	expl:pv	correct	
17	4	punct	17	4	punct	correct	
1	0	root	1	0	root	wrong	
2	1	aux	2	1	aux	correct	
3	1	obj	3	1	obj	correct	
4	1	obj	4	3	appos	wrong	
5	4	amod	5	4	amod	correct	
6	7	punct	6	7	punct	correct	
7	4	amod	7	5	conj	wrong	
8	9	mark	8	9	mark	correct	
9	7	advcl	9	7	advcl	correct	
10	13	punct	10	13	punct	correct	
11	13	case	11	13	case	correct	
12	13	amod	12	13	amod	correct	
13	7	conj	13	5	conj	wrong	
14	17	punct	14	17	punct	correct	
15	17	case	15	17	case	correct	
16	17	amod	16	17	amod	correct	
17	13	conj	17	5	conj	wrong	
18	20	punct	18	20	punct	correct	
19	20	mark	19	20	mark	correct	
20	4	conj	20	5	conj	wrong	
21	20	amod	21	20	amod	correct	
22	21	obl	22	20	nmod	wrong	
23	25	amod	23	22	amod	wrong	
24	25	amod	24	25	amod	correct	
25	22	nmod	25	22	nmod	correct	
26	1	punct	26	1	punct	correct	
1	4	cc	1	4	advmod:emph	correct	
2	4	nsubj	2	4	nsubj	correct	
3	4	advmod	3	4	advmod	correct	
4	0	root	4	0	root	wrong	
5	6	case	5	6	case	correct	
6	4	obl:arg	6	4	obl:arg	correct	
7	12	punct	7	12	punct	correct	
8	12	obl	8	12	obl	correct	
9	12	obl:arg	9	12	obl	correct	
10	11	case	10	11	case	correct	
11	12	obl	11	12	obl	correct	
12	4	conj	12	4	conj	correct	
13	17	punct	13	17	punct	correct	
14	17	advmod	14	17	advmod	correct	
15	17	obl:arg	15	17	obl:arg	correct	
16	17	aux	16	17	aux	correct	
17	4	conj	17	4	conj	correct	
18	17	dep	18	15	amod	wrong	
19	28	punct	19	28	punct	correct	
20	22	case	20	22	case	correct	
21	22	det	21	22	det	correct	
22	28	obl	22	28	obl	correct	
23	22	amod	23	22	amod	correct	
24	28	nsubj	24	28	nsubj	correct	
25	27	det	25	24	det	wrong	
26	27	amod	26	27	amod	correct	
27	28	obj	27	28	obj	correct	
28	18	acl:relcl	28	15	acl:relcl	wrong	
29	4	punct	29	4	punct	correct	
1	3	cc	1	3	advmod:emph	correct	
2	3	nsubj	2	3	nsubj	correct	
3	0	root	3	0	root	wrong	
4	7	punct	4	7	punct	correct	
5	7	mark	5	7	mark	correct	
6	7	expl:pv	6	7	expl:pv	correct	
7	3	ccomp	7	3	ccomp	correct	
8	9	case	8	9	case	correct	
9	7	obl:arg	9	7	obl:arg	correct	
10	7	obj	10	7	nsubj	correct	
11	10	det	11	10	det	correct	
12	10	amod	12	10	amod	correct	
13	27	punct	13	27	punct	correct	
14	27	mark	14	27	mark	correct	
15	16	case	15	16	case	correct	
16	26	obl	16	26	obl	correct	
17	18	amod	17	18	amod	correct	
18	16	nmod	18	16	nmod	correct	
19	22	det	19	22	det	correct	
20	22	det	20	22	det	correct	
21	22	amod	21	22	amod	correct	
22	26	obl:arg	22	27	obl:arg	wrong	
23	24	amod	23	24	amod	correct	
24	27	nsubj	24	27	nsubj	correct	
25	27	advmod	25	27	advmod	correct	
26	27	xcomp	26	27	xcomp	correct	
27	7	conj	27	7	conj	correct	
28	3	punct	28	3	punct	correct	
1	0	root	1	0	root	wrong	
2	3	punct	2	3	punct	correct	
3	1	conj	3	1	parataxis	correct	
4	1	punct	4	5	punct	wrong	
5	10	vocative	5	1	vocative	wrong	
6	5	amod	6	5	amod	correct	
7	10	punct	7	10	punct	correct	
8	10	advmod	8	10	advmod	correct	
9	10	expl:pv	9	10	expl:pv	correct	
10	1	conj	10	1	parataxis	correct	
11	12	punct	11	12	punct	correct	
12	1	conj	12	1	parataxis	correct	
13	12	obl:arg	13	12	obl:arg	correct	
14	12	nsubj	14	12	nsubj	correct	
15	14	amod	15	14	amod	correct	
16	17	punct	16	17	punct	correct	
17	1	conj	17	1	parataxis	correct	
18	17	aux	18	17	aux	correct	
19	17	advmod:emph	19	17	advmod:emph	correct	
20	28	punct	20	28	punct	correct	
21	28	mark	21	28	mark	correct	
22	28	obl:arg	22	28	obl:arg	correct	
23	28	advmod	23	28	advmod	correct	
24	28	advmod	24	28	advmod	correct	
25	26	case	25	26	case	correct	
26	28	obl	26	28	obl	correct	
27	28	advmod	27	28	advmod	correct	
28	17	ccomp	28	17	ccomp	correct	
29	1	punct	29	1	punct	correct	
1	5	dep	1	5	dep	correct	
2	5	punct	2	5	punct	correct	
3	4	det	3	4	det	correct	
4	5	nsubj	4	5	nsubj	correct	
5	0	root	5	0	root	wrong	
6	7	case	6	7	case	correct	
7	5	obl	7	5	obl	correct	
8	5	obl	8	5	obl	correct	
9	10	case	9	10	case	correct	
10	8	nmod	10	8	nmod	correct	
11	16	punct	11	16	punct	correct	
12	13	case	12	13	case	correct	
13	16	obl	13	16	obl	correct	
14	16	nsubj	14	16	nsubj	correct	
15	16	advmod	15	16	advmod	correct	
16	5	conj	16	5	conj	correct	
17	24	punct	17	24	punct	correct	
18	24	cc	18	24	cc	correct	
19	21	case	19	21	case	correct	
20	21	det	20	21	det	correct	
21	24	obl	21	24	obl	correct	
22	24	nsubj	22	24	nsubj	correct	
23	24	obl:arg	23	24	obl:arg	correct	
24	5	conj	24	5	conj	correct	
25	29	amod	25	29	amod	correct	
26	27	punct	26	27	punct	correct	
27	25	conj	27	25	conj	correct	
28	27	expl:pv	28	27	expl:pv	correct	
29	24	obj	29	24	obj	correct	
30	5	punct	30	5	punct	correct	
1	3	case	1	5	case	wrong	
2	3	amod	2	4	dep	wrong	
3	7	advmod	3	7	advmod	correct	
4	3	nmod	4	5	nmod	wrong	1
5	7	obl	5	7	obl	correct	
6	7	aux	6	7	aux	correct	
7	0	root	7	0	root	wrong	
8	7	obj	8	7	obj	correct	
9	7	punct	9	7	punct	correct	
1	0	root	1	0	root	wrong	
2	1	flat	2	1	flat	correct	
3	1	punct	3	1	punct	correct	
1	0	root	1	10	advcl	wrong	
2	5	punct	2	5	punct	correct	
3	5	case	3	5	case	correct	
4	5	amod	4	5	amod	correct	
5	1	conj	5	10	obl	wrong	
6	5	nmod	6	5	nmod	correct	
7	5	punct	7	10	punct	wrong	
8	9	case	8	9	case	correct	
9	10	obl	9	10	obl	correct	
10	1	conj	10	0	root	wrong	
11	12	amod	11	12	amod	correct	
12	10	obj	12	10	nsubj	correct	
13	1	punct	13	10	punct	wrong	
14	1	punct	14	10	punct	wrong	
15	1	punct	15	10	punct	wrong	
1	3	cc	1	3	advmod:emph	correct	
2	3	det	2	3	det	correct	
3	0	root	3	0	root	wrong	
4	3	punct	4	3	punct	correct	
1	0	conj	1	0	root	wrong	
2	1	amod	2	1	amod	correct	
3	1	punct	3	1	punct	correct	
1	2	nsubj	1	2	nsubj	correct	
2	0	root	2	0	root	wrong	
3	4	case	3	4	case	correct	
4	2	obl:arg	4	2	obl:arg	correct	
5	7	punct	5	7	punct	correct	
6	7	case	6	7	case	correct	
7	4	appos	7	4	appos	correct	
8	9	advmod	8	9	advmod	correct	
9	7	amod	9	7	amod	correct	
10	12	cc	10	12	cc	correct	
11	12	case	11	12	case	correct	
12	7	conj	12	7	conj	correct	
13	14	case	13	14	case	correct	
14	12	nmod	14	12	nmod	correct	
15	14	nmod	15	14	nmod	correct	
16	14	amod	16	14	amod	correct	
17	19	punct	17	19	punct	correct	
18	19	case	18	19	case	correct	
19	7	conj	19	7	conj	correct	
20	19	amod	20	19	amod	correct	
21	23	mark	21	23	mark	correct	
22	23	amod	22	23	amod	correct	
23	20	advcl	23	20	advcl	correct	
24	25	amod	24	25	amod	correct	
25	23	nmod	25	23	nmod	correct	
26	29	punct	26	29	punct	correct	
27	29	nsubj	27	29	nsubj	correct	
28	29	advmod	28	29	advmod	correct	
29	25	acl:relcl	29	25	acl:relcl	correct	
30	2	punct	30	2	punct	correct	
1	2	nsubj	1	2	nsubj	correct	
2	0	root	2	0	root	wrong	
3	4	case	3	4	case	correct	
4	2	obl:arg	4	2	obl:arg	correct	
5	9	punct	5	9	punct	correct	
6	9	nsubj	6	9	nsubj	correct	
7	8	obj	7	8	obj	correct	
8	9	xcomp	8	9	xcomp	correct	
9	4	acl:relcl	9	4	acl:relcl	correct	
10	13	punct	10	15	punct	wrong	
11	15	obl	11	15	obl:agent	correct	
12	11	nmod	12	11	nmod	correct	
13	9	conj	13	15	xcomp	wrong	
14	13	cop	14	13	cop	correct	
15	9	conj	15	9	conj	correct	
16	23	punct	16	23	punct	correct	
17	23	obj	17	23	nsubj	correct	
18	20	case	18	20	case	correct	
19	20	amod	19	20	amod	correct	
20	23	obl	20	23	obl	correct	
21	23	obj	21	23	obj	correct	
22	21	amod	22	21	amod	correct	
23	9	conj	23	9	conj	correct	
24	31	cc	24	31	cc	correct	
25	26	obl:arg	25	26	obl:arg	correct	
26	31	conj	26	31	xcomp	correct	
27	31	punct	27	31	punct	correct	
28	30	case	28	30	case	correct	
29	30	det	29	30	det	correct	
30	31	obl:arg	30	31	obl:arg	correct	
31	23	conj	31	23	conj	correct	
32	2	punct	32	2	punct	correct	
1	0	root	1	11	mark	wrong	
2	1	dep	2	11	advmod	wrong	
3	1	dep	3	11	dep	wrong	
4	5	case	4	5	case	correct	
5	3	nmod	5	3	nmod	correct	
6	5	det	6	5	det	correct	
7	8	case	7	10	case	wrong	
8	11	obl	8	10	dep	wrong	
9	10	det	9	10	det	correct	
10	11	nsubj	10	11	obl	correct	
11	1	root	11	52	advcl	wrong	
12	18	punct	12	18	punct	correct	
13	18	mark	13	18	mark	correct	
14	15	amod	14	15	amod	correct	
15	18	nsubj	15	18	nsubj	correct	
16	18	obl:arg	16	18	obl:arg	correct	
17	18	advmod	17	18	advmod	correct	
18	11	conj	18	11	conj	correct	
19	23	punct	19	23	punct	correct	
20	23	mark	20	23	mark	correct	
21	23	nsubj	21	22	nmod	wrong	1
22	23	nsubj	22	23	nsubj	correct	
23	18	conj	23	11	conj	wrong	
24	25	case	24	25	case	correct	
25	23	obl	25	23	obl	correct	
26	25	det	26	25	amod	correct	
27	29	punct	27	29	punct	correct	
28	29	mark	28	29	mark	correct	
29	11	conj	29	11	conj	correct	
30	29	expl:pv	30	29	expl:pv	correct	
31	32	case	31	32	case	correct	
32	29	obl	32	29	obl	correct	
33	34	amod	33	35	amod	wrong	
34	29	nsubj	34	35	nmod	wrong	1
35	29	nsubj	35	29	nsubj	correct	
36	44	punct	36	44	punct	correct	
37	44	mark	37	44	mark	correct	
38	39	case	38	39	case	correct	
39	44	obl	39	44	obl	correct	
40	44	obj	40	44	obj	correct	
41	42	amod	41	39	amod	wrong	
42	44	nsubj	42	44	nsubj	correct	
43	42	nmod	43	42	nmod	correct	
44	29	conj	44	11	conj	wrong	
45	44	obj	45	42	amod	wrong	
46	52	punct	46	52	punct	correct	
47	48	det	47	48	det	correct	
48	52	nsubj	48	52	nsubj	correct	
49	52	punct	49	48	punct	wrong	
50	52	nsubj	50	48	parataxis	wrong	
51	52	obl:arg	51	52	obl:arg	correct	
52	11	conj	52	0	root	wrong	
53	11	punct	53	52	punct	wrong	
1	2	det	1	2	det	correct	
2	0	root	2	0	root	wrong	
3	2	nmod	3	2	nmod	correct	
4	2	punct	4	2	punct	correct	
1	2	det	1	2	det	correct	
2	0	root	2	0	root	wrong	
3	2	amod	3	2	amod	correct	
4	2	punct	4	2	punct	correct	
1	4	cc	1	4	advmod:emph	correct	
2	3	advmod:emph	2	3	advmod:emph	correct	
3	4	advmod	3	4	advmod	correct	
4	0	root	4	0	root	wrong	
5	6	case	5	6	case	correct	
6	4	obl	6	4	obl	correct	
7	8	punct	7	12	punct	wrong	
8	4	dep	8	12	nsubj	wrong	
9	8	amod	9	8	amod	correct	
10	12	advmod	10	12	advmod	correct	
11	12	expl:pv	11	12	expl:pv	correct	
12	8	acl:relcl	12	6	acl:relcl	wrong	
13	14	case	13	14	case	correct	
14	12	obl	14	12	obl	correct	
15	14	amod	15	14	amod	correct	
16	17	case	16	17	case	correct	
17	12	obl	17	12	obl	correct	
18	4	punct	18	4	punct	correct	
19	4	punct	19	4	punct	correct	
20	4	punct	20	4	punct	correct	
1	3	case	1	3	case	correct	
2	3	amod	2	3	amod	correct	
3	0	root	3	46	obl	wrong	
4	6	punct	4	14	punct	wrong	
5	6	advmod	5	14	advmod	wrong	
6	3	acl:relcl	6	8	amod	wrong	
7	6	nsubj	7	8	nmod	wrong	1
8	6	nsubj	8	14	nsubj	wrong	
9	11	case	9	11	case	correct	
